creator_id,tier,niche,followers,likes,comments,shares,saves,reach,impressions,engagement_rate,comment_ratio,share_ratio,save_ratio,audience_quality,posting_consistency,posts_per_week,growth_rate,authenticity_score,growth_score,fake_account
193,Nano,Travel,4854,583,5,2,4,6330,15649,15.52,0.0083,0.0028,0.0076,37.78,56.45,3,9.5,23.85,47.51,1
194,Micro,Fitness,44998,3573,113,251,111,88496,217818,8.98,0.0318,0.0703,0.031,58.15,87.17,13,7.28,66.06,36.39,0
195,Nano,Finance,7871,661,42,18,77,15631,38112,10.39,0.0638,0.0271,0.1165,76.71,72.44,11,8.91,78.37,44.55,0
196,Micro,Travel,37798,2385,211,177,74,72316,91653,5.89,0.0883,0.0744,0.0311,89.83,55.03,1,7.05,100.0,35.23,0
197,Nano,Fitness,1139,107,4,4,10,945,1387,10.94,0.0359,0.04,0.091,93.9,76.33,7,9.72,76.89,48.61,0
198,Micro,Food,91486,2347,141,185,85,149457,214198,3.31,0.0602,0.0788,0.0361,87.55,46.08,6,6.08,97.54,30.42,0
199,Micro,Fashion,72875,2712,196,138,262,133745,256053,6.48,0.0724,0.051,0.0966,79.11,52.27,6,6.67,91.05,33.33,0
200,Nano,Music,2518,321,10,25,17,4827,10226,16.6,0.0311,0.0779,0.0526,79.95,77.42,6,11.95,78.88,59.77,0
201,Nano,Gaming,5195,558,4,5,3,9131,19280,7.43,0.0076,0.0089,0.0049,47.87,25.3,9,5.38,30.43,26.9,1
202,Nano,Finance,1816,162,2,0,0,2688,3550,7.63,0.0098,0.0019,0.0012,25.96,61.99,11,4.94,18.45,24.69,1
203,Nano,Lifestyle,4676,627,2,4,10,3694,8811,11.16,0.0028,0.0069,0.0165,19.17,47.34,1,5.41,13.07,27.07,1
204,Nano,Lifestyle,9252,1066,61,53,59,19579,33611,8.32,0.0568,0.0496,0.0555,79.74,62.33,6,6.28,83.17,31.42,0
205,Micro,Education,20103,1848,90,78,204,38188,84916,8.85,0.0488,0.0421,0.1106,68.56,95.25,5,9.95,71.32,49.77,0
206,Micro,Gaming,93961,7224,441,154,412,150783,191951,9.7,0.0611,0.0213,0.0571,96.81,43.84,6,7.74,85.34,38.72,0
207,Nano,Finance,4278,158,6,5,14,9784,22096,5.59,0.0349,0.0311,0.0898,82.76,55.61,4,8.43,68.19,42.14,0
208,Nano,Education,3187,208,18,7,21,6742,13631,4.76,0.088,0.033,0.1028,62.74,84.55,1,5.96,85.25,29.81,0
209,Micro,Fitness,94774,3502,316,212,369,212841,462475,5.33,0.0901,0.0606,0.1054,69.64,73.2,9,2.93,98.06,14.67,0
210,Micro,Food,42115,2550,129,134,156,60880,131022,4.7,0.0508,0.0525,0.0611,87.03,91.78,3,5.64,84.65,28.22,0
211,Nano,Finance,2673,129,7,4,6,6489,12986,8.65,0.0574,0.0341,0.0498,75.96,76.47,13,10.28,76.88,51.4,0
212,Mid,Lifestyle,200546,15204,1023,409,1285,182691,299315,6.7,0.0673,0.0269,0.0845,75.01,64.72,8,6.12,79.22,30.59,0
213,Micro,Lifestyle,71510,1340,11,2,13,122226,246525,3.62,0.0081,0.0016,0.01,18.17,45.39,10,3.77,13.64,18.87,1
214,Mid,Music,526488,23367,2099,1705,1682,440281,750315,6.49,0.0898,0.073,0.072,66.68,87.49,8,9.86,100.0,49.3,0
215,Nano,Education,9575,415,3,1,3,20556,36251,7.66,0.0068,0.0017,0.0081,25.58,47.09,13,2.43,16.71,12.14,1
216,Nano,Food,9397,1084,33,36,97,14764,17819,9.55,0.0306,0.0331,0.0896,73.21,83.36,12,9.45,61.82,47.23,0
217,Nano,Education,6167,318,26,7,15,12234,20830,4.38,0.0831,0.0209,0.0487,77.4,71.26,12,6.44,86.51,32.2,0
218,Micro,Fashion,86502,4880,308,307,265,92043,148003,8.59,0.0632,0.063,0.0544,94.46,74.73,8,8.34,97.71,41.68,0
219,Micro,Lifestyle,20625,1216,106,72,124,24533,51522,6.68,0.0875,0.0596,0.1017,59.4,44.62,3,6.05,91.33,30.25,0
220,Nano,Lifestyle,7111,463,41,22,55,15047,33191,5.1,0.0875,0.0477,0.1185,82.74,89.43,4,8.03,99.43,40.17,0
221,Nano,Travel,9960,562,43,22,62,22894,37154,10.47,0.0767,0.0394,0.1108,93.96,54.6,13,11.49,97.13,57.45,0
222,Nano,Travel,3378,699,63,56,36,2610,4527,15.84,0.0901,0.0799,0.0517,99.94,59.6,1,10.04,100.0,50.18,0
223,Macro,Finance,5663754,49498,1544,3712,4631,7114359,9764016,1.69,0.0312,0.075,0.0936,50.68,44.81,11,0.92,63.44,4.58,0
224,Nano,Finance,1067,131,12,10,8,1760,2597,11.23,0.095,0.0757,0.0608,85.37,63.35,3,6.66,100.0,33.32,0
225,Micro,Fitness,40257,5912,327,425,236,95211,192435,11.02,0.0554,0.0718,0.0399,97.0,70.24,7,11.09,97.73,55.47,0
226,Micro,Fitness,94425,8018,615,563,363,69351,153463,8.89,0.0767,0.0702,0.0453,79.97,50.76,7,9.09,99.43,45.47,0
227,Nano,Travel,1206,298,21,21,26,1015,2195,17.87,0.0709,0.07,0.0878,95.51,78.34,12,11.67,100.0,58.33,0
228,Nano,Tech,8129,509,5,1,8,9883,22171,4.59,0.009,0.0028,0.015,45.32,52.95,3,4.56,27.98,22.79,1
229,Nano,Food,2257,177,11,8,16,5203,8314,9.25,0.0605,0.0438,0.0902,97.04,86.55,14,8.21,91.89,41.05,0
230,Nano,Travel,9954,1531,4,3,2,9755,14335,10.36,0.0025,0.002,0.0012,12.99,41.92,8,5.52,8.35,27.62,1
231,Nano,Food,7711,418,39,28,15,19093,29648,8.09,0.0929,0.0666,0.0369,67.68,58.15,6,4.13,100.0,20.67,0
232,Micro,Travel,20335,413,38,19,49,28719,61163,3.02,0.0913,0.0465,0.1186,65.18,58.7,5,4.7,92.18,23.49,0
233,Micro,Finance,80744,2323,14,18,44,58821,110558,4.59,0.0061,0.0079,0.0189,36.57,29.96,13,3.75,23.68,18.77,1
234,Micro,Music,27618,2708,6,7,52,28057,54375,7.77,0.0021,0.0028,0.0191,26.27,36.41,9,7.54,15.03,37.72,1
235,Micro,Tech,43037,1684,15,4,29,68144,117788,6.19,0.0087,0.0025,0.0172,47.29,57.08,6,7.68,28.74,38.41,1
236,Micro,Finance,73293,3222,13,32,5,84636,158785,4.1,0.004,0.0099,0.0015,45.76,36.87,4,6.93,27.87,34.64,1
237,Nano,Lifestyle,7531,286,16,7,21,17753,22228,3.96,0.0546,0.0256,0.0738,81.37,85.02,14,7.63,75.66,38.14,0
238,Mid,Fitness,547244,31991,2536,2435,2042,1080599,1964954,5.77,0.0793,0.0761,0.0638,85.12,76.92,11,7.44,100.0,37.21,0
239,Nano,Education,2647,137,10,5,15,6276,15661,8.32,0.0738,0.0367,0.1068,83.5,68.1,12,7.81,89.68,39.03,0
240,Nano,Music,2806,344,20,22,14,5867,8848,9.41,0.0574,0.065,0.0413,64.05,50.41,13,6.56,80.26,32.8,0
241,Mid,Travel,550983,21656,1078,977,1220,715159,1131317,6.69,0.0498,0.0451,0.0563,65.9,84.97,8,7.03,71.38,35.14,0
242,Micro,Gaming,21410,1496,80,71,136,35914,59292,4.95,0.0538,0.0473,0.091,79.98,70.38,12,6.81,81.08,34.05,0
243,Macro,Education,18327458,306148,13165,12966,34771,14868246,19627106,1.16,0.043,0.0424,0.1136,63.05,60.6,8,2.53,65.73,12.66,0
244,Macro,Finance,7021656,420297,29611,31212,43529,14483476,18427141,4.77,0.0705,0.0743,0.1036,73.55,79.71,3,6.95,94.28,34.77,0
245,Nano,Gaming,7305,1065,3,3,8,10767,24551,18.89,0.0027,0.0027,0.0075,46.37,35.69,6,9.93,25.34,49.67,1
246,Nano,Lifestyle,6884,639,35,15,32,5007,9793,10.43,0.0549,0.0227,0.0496,86.69,77.93,5,7.16,77.59,35.78,0
247,Mid,Finance,954741,22416,1896,581,825,1289640,1702090,3.11,0.0846,0.0259,0.0368,78.03,96.56,6,8.76,89.09,43.79,0
248,Nano,Food,6898,1186,117,42,139,10183,16820,13.04,0.0988,0.0356,0.1173,78.4,57.78,7,10.2,99.3,51.02,0
249,Nano,Food,8000,887,82,57,33,18501,41296,9.33,0.0928,0.0647,0.0369,99.47,74.47,14,8.07,100.0,40.37,0
250,Nano,Travel,9848,1821,154,67,88,7191,14978,14.66,0.0847,0.0365,0.0484,59.13,48.38,10,10.65,82.88,53.23,0
251,Micro,Fashion,82920,5865,557,415,294,93737,174913,8.5,0.095,0.0707,0.0502,62.49,79.25,11,7.77,99.94,38.83,0
252,Micro,Lifestyle,28323,1355,3,6,12,54280,111579,6.33,0.002,0.0042,0.0089,42.59,50.59,14,5.06,23.53,25.3,1
253,Nano,Tech,9378,357,23,23,41,10286,24193,5.2,0.0652,0.0639,0.1162,58.41,92.76,8,3.23,80.96,16.15,0
254,Nano,Lifestyle,8119,650,60,39,20,19467,29362,8.48,0.0926,0.0595,0.0307,52.15,86.86,12,6.57,90.2,32.84,0
255,Nano,Gaming,3053,254,23,14,27,6054,12749,11.65,0.0919,0.0536,0.1046,77.37,56.46,4,7.59,100.0,37.96,0
256,Mid,Travel,590999,46571,4649,1465,3324,872179,1391859,6.16,0.0998,0.0315,0.0714,69.11,77.16,9,5.85,93.91,29.27,0
257,Nano,Fashion,2106,172,10,11,19,1793,3068,12.15,0.0593,0.0654,0.1108,77.32,65.03,7,8.44,87.93,42.2,0
258,Nano,Fashion,6578,256,0,2,1,9578,11614,5.0,0.0013,0.0093,0.0051,22.18,33.23,3,2.23,14.56,11.17,1
259,Nano,Music,2881,414,41,22,23,5696,8845,16.0,0.0982,0.0527,0.0548,65.32,42.42,7,9.69,97.54,48.45,0
260,Nano,Fitness,3059,142,6,3,12,3723,5822,7.88,0.0435,0.023,0.0864,65.88,55.56,14,5.14,61.61,25.69,0
261,Mid,Fashion,204428,10557,471,399,1182,344532,742149,7.21,0.0446,0.0378,0.112,74.22,81.63,4,6.07,70.75,30.37,0
262,Nano,Finance,4939,572,53,22,29,7114,10761,8.36,0.0927,0.0378,0.0507,59.67,78.49,9,7.12,87.54,35.61,0
263,Nano,Gaming,2311,153,15,3,11,3717,5027,12.4,0.0993,0.0218,0.07,82.82,72.11,10,10.52,97.59,52.58,0
264,Micro,Fashion,64460,6608,430,388,212,94970,148402,8.8,0.065,0.0587,0.0321,71.72,66.79,11,9.35,85.99,46.74,0
265,Micro,Gaming,36627,3112,264,210,262,59371,75953,7.38,0.0847,0.0675,0.0842,73.55,69.53,11,6.56,99.35,32.82,0
266,Micro,Fitness,25216,3059,140,188,156,46034,99950,9.56,0.0458,0.0615,0.051,78.77,65.74,10,9.5,80.77,47.51,0
267,Nano,Travel,2269,133,10,6,6,1702,3420,8.6,0.0716,0.0447,0.0414,85.07,46.81,9,5.79,91.73,28.95,0
268,Micro,Music,73477,4355,24,7,12,130910,215117,5.57,0.0055,0.0016,0.0027,12.02,64.52,10,7.39,9.25,36.96,1
269,Micro,Tech,16135,1180,105,67,97,18661,40741,9.05,0.0886,0.0569,0.0823,89.24,99.66,11,8.95,100.0,44.77,0
270,Nano,Fitness,3014,87,8,7,8,2671,4601,4.87,0.0882,0.0751,0.0885,77.83,60.56,8,6.92,100.0,34.58,0
271,Nano,Fitness,3253,108,9,8,11,7540,14469,5.61,0.0871,0.0737,0.1041,66.14,73.26,9,8.76,98.7,43.82,0
272,Macro,Food,6219574,91671,3172,6736,6577,7936482,14439633,2.51,0.0346,0.0735,0.0717,91.49,98.61,1,5.08,85.09,25.38,0
273,Micro,Finance,17493,931,45,64,64,43565,57517,4.96,0.048,0.0682,0.0683,86.93,80.0,11,6.3,87.92,31.52,0
274,Micro,Education,71269,3004,204,76,106,63420,124384,3.88,0.0679,0.0252,0.0351,98.17,46.48,7,3.29,90.58,16.43,0
275,Nano,Travel,3657,622,44,40,39,6779,12243,12.98,0.0708,0.0638,0.0628,65.39,76.82,9,10.98,87.25,54.88,0
276,Nano,Fashion,2652,280,22,12,27,4024,6986,12.7,0.0773,0.0438,0.0981,52.84,85.99,6,10.37,78.2,51.84,0
277,Micro,Music,37052,993,76,79,70,49595,85348,4.05,0.0761,0.0799,0.0707,53.1,60.36,14,4.7,88.54,23.52,0
278,Nano,Lifestyle,7719,1171,48,57,99,13486,23222,10.43,0.0406,0.0486,0.0842,90.69,96.43,4,11.23,80.24,56.13,0
279,Nano,Gaming,6867,344,19,9,14,7950,12593,9.24,0.0555,0.0259,0.0405,81.0,81.89,4,8.77,76.0,43.84,0
280,Mid,Finance,410929,11397,944,629,1192,346962,631433,1.93,0.0829,0.0552,0.1046,71.64,75.74,12,4.0,93.81,20.02,0
281,Mid,Fashion,851395,59149,3406,3324,6042,1315519,2301438,8.41,0.0576,0.0562,0.1022,83.92,59.39,14,7.95,87.62,39.73,0
282,Micro,Food,66548,3105,15,21,26,53120,105140,7.38,0.005,0.0068,0.0082,13.45,60.72,11,5.89,11.24,29.43,1
283,Micro,Lifestyle,59056,2975,135,226,214,88684,108100,8.87,0.0453,0.0761,0.072,59.97,55.87,11,7.1,75.46,35.5,0
284,Micro,Music,88002,6264,555,329,399,160656,195365,9.09,0.0886,0.0526,0.0636,90.98,89.49,3,9.91,100.0,49.57,0
285,Nano,Finance,3395,199,18,6,15,2756,3562,6.63,0.0887,0.0287,0.0755,69.89,70.7,7,7.17,87.93,35.85,0
286,Nano,Music,7477,1458,7,6,18,11348,20279,19.03,0.0051,0.004,0.0122,41.11,61.12,2,10.69,24.28,53.46,1
287,Nano,Music,2689,221,21,6,12,5137,7299,15.01,0.095,0.0255,0.0557,52.96,81.44,12,8.36,81.6,41.82,0
288,Micro,Fitness,40951,4794,467,129,355,41160,52120,11.15,0.0974,0.0269,0.0741,99.43,42.49,2,11.37,100.0,56.86,0
289,Mid,Gaming,338657,25827,2300,1020,2372,823244,1769412,6.65,0.0891,0.0395,0.0919,89.08,66.22,8,5.03,100.0,25.13,0
290,Macro,Finance,6172886,44575,3846,3209,1576,12010529,16598354,0.54,0.0863,0.072,0.0354,86.54,65.2,3,2.22,100.0,11.08,0
291,Micro,Food,55349,5589,172,357,455,81988,111983,6.76,0.0308,0.0638,0.0815,52.96,77.97,9,5.76,61.01,28.79,0
292,Micro,Gaming,41658,4547,203,293,147,55767,123485,10.2,0.0447,0.0645,0.0323,58.07,68.3,4,6.11,70.75,30.55,0
293,Micro,Music,39320,2132,103,96,179,63882,100591,8.56,0.0483,0.0451,0.0839,86.75,76.61,2,9.58,81.07,47.9,0
294,Nano,Gaming,1901,106,1,0,1,4399,6401,4.94,0.006,0.0047,0.0109,16.98,43.58,13,3.53,12.87,17.67,1
295,Micro,Gaming,95473,7308,387,218,338,202712,344642,10.13,0.0529,0.0299,0.0463,90.42,76.7,9,12.25,80.63,61.26,0
296,Micro,Food,24175,1149,63,65,75,54497,87274,9.24,0.0552,0.0563,0.0649,88.63,82.89,10,10.84,88.82,54.19,0
297,Mid,Music,608175,30285,284,302,445,740148,1734668,4.22,0.0094,0.01,0.0147,28.34,48.23,14,1.27,21.85,6.33,1
298,Mid,Gaming,124648,6237,356,265,685,121216,169394,8.57,0.057,0.0424,0.1098,96.58,77.22,4,7.05,89.53,35.27,0
299,Nano,Lifestyle,5588,539,41,35,27,7989,12381,10.4,0.0752,0.0647,0.0509,60.34,70.27,14,8.24,87.17,41.21,0
300,Nano,Finance,5312,306,0,2,1,6095,9825,6.87,0.0016,0.0054,0.0031,17.31,67.81,4,5.41,11.05,27.07,1
301,Micro,Food,38350,5856,42,23,62,71419,133107,10.57,0.0071,0.004,0.0105,40.59,27.33,3,5.68,25.06,28.38,1
302,Nano,Lifestyle,6308,698,35,47,71,15617,30879,8.07,0.0503,0.067,0.1023,84.13,54.14,8,7.11,87.29,35.57,0
303,Micro,Travel,54066,2527,110,175,230,99746,171795,7.95,0.0436,0.0692,0.0909,92.98,97.57,5,12.62,89.07,63.11,0
304,Micro,Finance,27796,3258,181,237,310,25090,43409,9.79,0.0554,0.0728,0.0953,55.27,90.33,14,8.68,77.17,43.41,0
305,Nano,Gaming,4150,766,65,33,33,2985,5694,23.11,0.0843,0.0436,0.0425,63.53,54.93,1,10.87,86.98,54.34,0
306,Nano,Music,2990,375,27,17,25,6318,9189,10.78,0.0717,0.0449,0.068,99.14,55.0,2,9.1,98.88,45.49,0
307,Micro,Lifestyle,19130,1106,99,39,33,26352,51176,7.12,0.0892,0.0356,0.0301,96.54,79.65,9,6.02,100.0,30.11,0
308,Nano,Travel,3659,353,34,16,14,5936,9815,7.88,0.095,0.0458,0.0407,58.39,47.22,11,5.71,90.45,28.53,0
309,Micro,Music,20400,1806,89,104,67,30885,66737,7.08,0.0492,0.0575,0.0373,95.89,46.48,11,7.26,89.8,36.29,0
310,Mid,Lifestyle,395830,20109,997,1346,2208,561111,1302788,4.78,0.0496,0.067,0.1098,51.88,88.48,13,9.19,70.81,45.93,0
311,Micro,Finance,72894,4225,408,119,331,75289,132253,3.89,0.0966,0.0282,0.0784,50.91,94.25,9,4.92,82.22,24.6,0
312,Nano,Finance,4605,360,18,14,16,9715,13205,9.79,0.0509,0.0392,0.0448,55.34,97.2,8,6.0,64.87,29.98,0
313,Nano,Gaming,9107,644,30,46,29,20373,24798,4.86,0.0473,0.0716,0.0452,91.06,72.68,12,6.61,90.65,33.05,0
314,Nano,Tech,6966,710,44,50,63,10032,20690,14.67,0.0613,0.0698,0.0889,72.27,75.53,5,10.62,87.73,53.11,0
315,Micro,Fitness,40930,2879,95,89,188,98478,136250,8.25,0.033,0.0307,0.0653,63.7,97.34,7,8.18,57.58,40.9,0
316,Micro,Lifestyle,95711,8068,663,561,748,226197,512657,8.18,0.0822,0.0696,0.0927,81.43,78.0,13,9.99,100.0,49.96,0
317,Nano,Food,3565,239,2,2,3,8482,16646,7.23,0.0097,0.0069,0.0117,37.55,47.6,14,4.72,25.71,23.58,1
318,Micro,Tech,30977,1006,71,72,96,41779,54864,5.68,0.0703,0.0712,0.0953,70.66,51.96,9,6.75,91.85,33.75,0
319,Nano,Fashion,5704,370,1,2,4,11331,17135,7.7,0.002,0.0061,0.012,25.89,32.28,2,5.04,15.79,25.18,1
320,Micro,Fashion,89401,1586,103,87,130,71353,114754,3.52,0.0651,0.055,0.0821,60.06,93.41,11,7.51,79.1,37.54,0
321,Micro,Lifestyle,92916,10211,55,43,187,160198,350967,11.63,0.0054,0.0042,0.0183,26.95,37.11,1,8.26,17.43,41.29,1
322,Mid,Tech,846137,17042,1400,797,542,687497,1171293,3.72,0.0821,0.0468,0.0318,80.07,60.35,8,4.3,95.13,21.49,0
323,Micro,Tech,88683,4024,332,197,199,216483,461036,5.73,0.0824,0.049,0.0494,87.47,72.74,11,8.94,99.62,44.7,0
324,Nano,Education,5825,269,8,11,16,8142,11236,8.34,0.0315,0.0415,0.06,83.34,70.66,2,8.64,69.88,43.19,0
325,Nano,Food,6818,862,65,21,95,6238,10144,15.02,0.0754,0.0241,0.1108,88.49,98.52,11,9.27,89.17,46.35,0
326,Nano,Travel,5575,855,42,60,83,11820,16015,12.99,0.0492,0.0697,0.0966,92.57,45.06,3,10.87,91.78,54.33,0
327,Nano,Music,5500,1007,81,76,78,6413,8136,12.6,0.0803,0.0758,0.0775,92.9,80.02,10,10.42,100.0,52.1,0
328,Mid,Tech,513440,31552,1221,861,2994,529260,861054,5.68,0.0387,0.0273,0.0949,85.37,82.71,11,7.05,70.21,35.24,0
329,Micro,Education,49563,2437,205,105,184,111061,241551,6.49,0.0842,0.0431,0.0756,56.82,83.68,6,3.85,83.45,19.24,0
330,Mid,Music,262007,8926,843,185,712,532711,975140,4.07,0.0944,0.0207,0.0798,86.86,42.2,10,6.63,96.86,33.14,0
331,Micro,Fashion,83620,8913,552,631,359,96969,220737,8.53,0.062,0.0707,0.0403,72.88,68.52,10,7.83,88.65,39.15,0
332,Nano,Education,1737,172,1,1,0,2620,5111,7.38,0.0034,0.0048,0.0018,14.72,22.26,6,3.05,10.48,15.26,1
333,Micro,Fashion,50701,5084,366,315,283,93056,166788,7.35,0.0721,0.0621,0.0557,88.33,97.98,3,7.55,98.81,37.77,0
334,Nano,Music,5887,438,24,31,35,9575,12730,9.92,0.054,0.0711,0.0803,95.64,76.62,11,7.9,96.17,39.5,0
335,Micro,Travel,98657,5981,194,387,611,97579,185257,7.17,0.0325,0.0648,0.1022,50.53,63.65,11,6.67,60.93,33.34,0
336,Nano,Food,1654,118,7,4,10,1278,2075,5.69,0.0632,0.0335,0.0855,83.82,58.06,13,7.75,83.57,38.73,0
337,Nano,Food,5314,1127,4,1,9,6607,8249,16.21,0.0039,0.0011,0.0083,23.67,69.29,9,10.56,14.09,52.81,1
338,Nano,Gaming,1098,115,6,5,11,2281,5494,7.27,0.0493,0.0399,0.0931,97.07,80.6,10,8.36,85.16,41.79,0
339,Nano,Fashion,1654,407,14,16,27,1869,3772,17.34,0.0333,0.0403,0.0665,62.11,52.21,9,10.07,59.8,50.33,0
340,Mid,Gaming,193246,15284,703,359,871,300257,425892,6.37,0.046,0.0235,0.057,69.69,76.49,10,7.28,64.89,36.4,0
341,Nano,Finance,1250,73,3,3,6,1452,3505,4.53,0.0354,0.0369,0.0827,83.7,41.0,8,5.13,70.64,25.66,0
342,Nano,Gaming,6287,792,4,7,5,9782,21363,10.35,0.005,0.0094,0.0066,28.68,37.99,1,6.29,19.67,31.45,1
343,Nano,Fitness,9945,990,41,23,103,12536,21589,13.81,0.0411,0.0237,0.104,51.52,83.61,1,11.3,53.43,56.48,0
344,Nano,Tech,7349,178,10,12,5,11186,18211,4.22,0.0563,0.0692,0.0306,98.66,52.08,7,6.06,98.26,30.31,0
345,Mid,Finance,745513,30073,1069,686,955,775206,1347875,3.19,0.0355,0.0228,0.0318,56.23,97.68,8,5.27,52.74,26.34,0
346,Mid,Education,165184,3152,28,29,23,298508,717906,2.15,0.009,0.009,0.0074,27.31,46.78,8,2.99,20.86,14.93,1
347,Mid,Music,907827,30583,142,305,63,1580867,2066737,4.32,0.0046,0.01,0.002,15.71,48.99,3,2.43,13.18,12.17,1
348,Nano,Gaming,7099,699,65,14,72,17088,22534,9.19,0.0937,0.0204,0.103,98.33,96.68,10,11.53,100.0,57.64,0
349,Macro,Tech,3593050,53140,4877,1372,1861,3350889,4272595,2.01,0.0918,0.0258,0.035,60.66,92.03,4,3.32,83.97,16.62,0
350,Micro,Music,61012,2588,240,56,133,46265,75718,8.26,0.0927,0.0217,0.0516,56.67,91.11,3,8.52,81.2,42.58,0
351,Micro,Fashion,60251,4262,280,199,499,104123,241822,6.16,0.0658,0.0467,0.117,75.23,55.65,7,5.85,84.52,29.25,0
352,Micro,Food,77038,7899,306,442,628,125196,262556,8.42,0.0387,0.056,0.0795,56.57,55.75,7,7.52,64.43,37.61,0
353,Macro,Travel,3940107,51077,2029,3312,1753,9485164,20151307,0.98,0.0397,0.0648,0.0343,55.98,53.82,10,1.7,67.3,8.52,0
354,Micro,Food,24457,1844,64,103,178,26407,60581,6.41,0.0345,0.0558,0.0966,85.8,76.44,14,4.24,76.87,21.22,0
355,Mid,Finance,766980,21651,65,71,383,660538,1406928,2.87,0.003,0.0033,0.0177,37.09,25.95,4,2.4,21.02,12.02,1
356,Micro,Fashion,75242,4755,165,186,257,121190,267956,8.52,0.0348,0.039,0.054,98.82,97.28,4,7.24,78.5,36.21,0
357,Micro,Education,73749,4146,175,298,290,69818,162038,7.75,0.0423,0.072,0.07,81.78,99.58,12,11.09,83.64,55.44,0
358,Micro,Music,21814,767,53,28,56,28376,55421,2.81,0.0698,0.0365,0.0727,80.48,94.91,7,5.78,86.08,28.91,0
359,Nano,Finance,4945,327,21,13,17,7591,10425,9.69,0.0653,0.0394,0.0532,61.64,69.52,1,5.96,75.28,29.79,0
360,Nano,Gaming,5845,674,5,2,11,6741,15307,11.53,0.0079,0.0034,0.0163,35.14,41.93,6,6.68,22.53,33.39,1
361,Nano,Lifestyle,8645,434,31,21,33,16430,25421,8.32,0.071,0.0493,0.0772,71.6,99.94,5,9.81,86.07,49.03,0
362,Mid,Lifestyle,435639,17844,1018,1236,2092,660894,1228667,6.47,0.0571,0.0693,0.1173,60.99,66.69,3,6.96,79.81,34.79,0
363,Micro,Lifestyle,67692,7567,240,468,721,149293,368273,7.81,0.0317,0.0618,0.0953,99.88,55.81,14,8.92,84.34,44.62,0
364,Micro,Food,37938,1415,49,79,148,85171,153538,6.25,0.0345,0.0556,0.1043,87.59,75.3,6,7.92,77.71,39.62,0
365,Mid,Travel,201489,11270,94,87,161,252360,321563,4.81,0.0084,0.0077,0.0143,23.53,65.69,5,5.13,18.26,25.64,1
366,Nano,Education,9450,1258,8,3,24,12601,22430,13.3,0.0062,0.0022,0.0188,29.76,63.47,7,6.85,18.63,34.25,1
367,Nano,Fashion,9391,1182,81,30,116,16419,23686,14.95,0.0683,0.0255,0.0981,52.44,90.62,4,9.67,67.99,48.37,0
368,Mid,Travel,556104,27568,1978,1005,893,1125227,2265470,5.83,0.0717,0.0365,0.0324,78.64,89.17,12,5.5,86.13,27.49,0
369,Micro,Tech,82233,4489,159,228,273,106198,210583,4.88,0.0354,0.0508,0.0609,84.69,58.35,10,8.18,75.29,40.92,0
370,Micro,Travel,79206,6361,617,140,523,79183,168334,9.86,0.0971,0.022,0.0822,92.54,57.17,11,9.25,100.0,46.27,0
371,Nano,Fitness,6611,246,20,9,27,11457,18973,5.25,0.0828,0.0352,0.1106,96.06,98.57,1,6.73,99.97,33.66,0
372,Micro,Gaming,74994,4479,15,40,21,180371,264660,6.24,0.0033,0.0089,0.0047,46.25,22.77,7,6.18,27.46,30.9,1
373,Nano,Fitness,9867,759,50,39,30,14428,25799,7.16,0.066,0.0508,0.0397,53.55,89.1,13,6.41,75.03,32.05,0
374,Micro,Tech,68901,2084,192,113,219,171214,241874,3.17,0.0924,0.0542,0.1049,81.44,55.97,4,7.0,100.0,35.0,0
375,Nano,Lifestyle,8226,955,89,41,83,12127,21454,9.06,0.0937,0.043,0.0868,62.18,87.91,3,6.8,90.84,33.99,0
376,Micro,Lifestyle,37818,1942,144,123,103,75443,93290,3.64,0.0743,0.0633,0.0531,62.64,44.04,13,4.9,87.46,24.49,0
377,Nano,Food,6560,251,8,19,14,14271,35665,6.3,0.0312,0.0746,0.0543,82.61,64.31,6,6.7,79.27,33.49,0
378,Micro,Gaming,60227,6012,306,156,327,130616,220977,15.04,0.051,0.026,0.0545,56.79,98.65,14,9.55,61.68,47.77,0
379,Nano,Food,5675,215,0,1,4,9047,20770,6.8,0.0021,0.0062,0.0186,42.83,34.07,10,5.26,24.33,26.32,1
380,Macro,Fashion,7147454,78580,5850,5621,4796,10024533,23641138,2.06,0.0744,0.0715,0.061,56.39,74.93,12,3.83,86.88,19.13,0
381,Micro,Lifestyle,86298,5398,332,220,246,157025,368470,8.05,0.0615,0.0407,0.0455,81.34,41.73,9,7.83,83.62,39.16,0
382,Micro,Finance,16862,471,14,21,45,25240,54313,2.74,0.0305,0.0454,0.0946,51.0,75.2,7,3.58,54.37,17.9,0
383,Nano,Fashion,4935,506,16,27,18,9683,12321,8.28,0.032,0.0525,0.0348,53.47,74.69,10,4.13,58.5,20.65,0
384,Micro,Gaming,44160,3455,216,120,388,57573,140359,11.3,0.0625,0.0347,0.1123,85.93,75.17,7,5.11,84.63,25.53,0
385,Mid,Food,628269,19690,1008,454,1421,1404577,3390165,4.6,0.0512,0.023,0.0721,57.47,95.8,10,7.28,61.23,36.38,0
386,Nano,Fitness,8610,2160,109,105,254,6102,10597,17.13,0.0503,0.0488,0.1176,71.49,58.39,12,6.82,75.51,34.08,0
387,Nano,Education,6249,170,8,8,9,4595,10768,3.69,0.0497,0.0447,0.0511,86.63,81.08,3,7.93,81.56,39.67,0
